Respondent ID,Start Date,Do you think you will participate in the 2020 presidential primary?,What best describes your political beliefs?,Are you a registered voter?,Which race/ethnicity best describes you? (Please choose only one.),Who do you think you will vote for in the 2020 general election?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,In what ZIP code is your home located? (enter 5-digit ZIP code; for example 00544 or 94305),Age,Gender,Household Income,Region,Device Type
11377542198,2020-02-27 17:18:05,I don't know or I'd rather not say,Slightly conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,,,,,Sen. Elizabeth Warren,,,,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,,,,Fmr. NYC Mayor Michael Bloomberg,,,,,Sen. Bernie Sanders,,South Bend Mayor Pete Buttigieg,,,,Fmr. V.P. Joe Biden,,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,50588,45-60,Female,$50000-$74999,West North Central,iOS Phone / Tablet
11377541899,2020-02-27 17:19:10,Yes I will likely vote in my state's Republican primary or caucus,Very conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,,,,,,Sen. Amy Klobuchar,,,,,,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,South Bend Mayor Pete Buttigieg,,,,,,,,,,Fmr. V.P. Joe Biden,,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,,,,56307,18-29,Female,$25000-$49999,West North Central,Android Phone / Tablet
11377541052,2020-02-27 17:19:47,Yes I will likely vote in my state's Republican primary or caucus,Moderately conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,,Fmr. NYC Mayor Michael Bloomberg,,,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,,,,,Sen. Elizabeth Warren,,,,,48872,18-29,Female,$10000-$24999,East North Central,Android Phone / Tablet
11377540848,2020-02-27 17:20:20,Yes I will likely vote in my state's Republican primary or caucus,Slightly conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,,Fmr. NYC Mayor Michael Bloomberg,,,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,46992,30-44,Female,$50000-$74999,East North Central,iOS Phone / Tablet
11377536864,2020-02-27 17:16:38,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Very liberal,No,Black or African American,Neither / I don't intend to vote.,,,,Sen. Bernie Sanders,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,Sen. Bernie Sanders,,,,,,6902,18-29,Female,$50000-$74999,New England,iOS Phone / Tablet
11377535587,2020-02-27 17:17:16,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,,,,,,,,,,Sen. Elizabeth Warren,,,,,Fmr. V.P. Joe Biden,,,,,,,,,,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,40351,18-29,Female,$25000-$49999,East South Central,iOS Phone / Tablet
11377534889,2020-02-27 17:17:54,I don't know or I'd rather not say,I don't know or I'd rather not say,No,Hispanic or Latino,Neither / I don't intend to vote.,,,,Sen. Bernie Sanders,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,,,,,,,3102,18-29,Female,$0-$9999,New England,iOS Phone / Tablet
11377534402,2020-02-27 17:17:41,Yes I will likely vote in my state's Democratic primary or caucus,Moderately conservative,Yes,Another race,I'm not sure at this time,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,,Rep. Tulsi Gabbard,,,,,,,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,South Bend Mayor Pete Buttigieg,,,,,,,,,,Fmr. V.P. Joe Biden,,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,48322,> 60,Male,$50000-$74999,East North Central,iOS Phone / Tablet
11377534299,2020-02-27 17:17:43,Yes I will likely vote in my state's Republican primary or caucus,I don't know or I'd rather not say,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,,,,,,,,,,,,South Bend Mayor Pete Buttigieg,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,,,,,,South Bend Mayor Pete Buttigieg,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,,,,49601,> 60,Female,$10000-$24999,East North Central,iOS Phone / Tablet
11377533651,2020-02-27 17:16:29,I don't know or I'd rather not say,I don't know or I'd rather not say,Unsure / Don’t know,Another race,I'm not sure at this time,,,,Sen. Bernie Sanders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12345,18-29,Female,Prefer not to answer,Middle Atlantic,iOS Phone / Tablet
11377533525,2020-02-27 17:17:23,Yes I will likely vote in my state's Democratic primary or caucus,Very conservative,Yes,White or Caucasian,Probably the Republican nominee,,,,,,South Bend Mayor Pete Buttigieg,,,,,,,,,,,,South Bend Mayor Pete Buttigieg,,,,,,,,,,,,,,,South Bend Mayor Pete Buttigieg,,,,,,,,,,,,,34275,18-29,Male,$10000-$24999,South Atlantic,iOS Phone / Tablet
11377533197,2020-02-27 17:17:04,Yes I will likely vote in my state's Republican primary or caucus,I don't know or I'd rather not say,Yes,Asian or Asian American,Probably the Democratic nominee,,,,,,,,,I have not heard of any of these people,,,,,,I have not heard of any of these people,,,,,,,,,I have not heard of any of these people,,,,,,,,,,,,I have not heard of any of these people,,,,,,,,,I have not heard of any of these people,34639,18-29,Male,Prefer not to answer,South Atlantic,iOS Phone / Tablet
11377531553,2020-02-27 17:14:40,Yes I will likely vote in my state's Republican primary or caucus,Moderately conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,,,,,,,,,South Bend Mayor Pete Buttigieg,,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,,,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,,Tom Steyer,,,30809,> 60,Female,$100000-$124999,South Atlantic,iOS Phone / Tablet
11377531535,2020-02-27 17:16:41,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Slightly liberal,Yes,Asian or Asian American,Probably the Republican nominee,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,,,,Fmr. NYC Mayor Michael Bloomberg,,,,,Sen. Bernie Sanders,,,,,,,,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,,,,,,,,,,,,Sen. Bernie Sanders,,,,,,10011,30-44,Male,$25000-$49999,Middle Atlantic,Android Phone / Tablet
11377531191,2020-02-27 17:16:31,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Slightly liberal,No,American Indian or Alaska Native,Probably the Democratic nominee,,,,Sen. Bernie Sanders,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,,,,,,,,,,,,,,,,555,18-29,Male,$10000-$24999,,iOS Phone / Tablet
11377527764,2020-02-27 17:12:25,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Very liberal,Yes,Black or African American,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,,Fmr. NYC Mayor Michael Bloomberg,,,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,,,,,,,,,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,Fmr. NYC Mayor Michael Bloomberg,,,,Sen. Amy Klobuchar,,,South Bend Mayor Pete Buttigieg,,,,21239,18-29,Male,$10000-$24999,South Atlantic,Android Phone / Tablet
11377525884,2020-02-27 17:14:37,Yes I will likely vote in my state's Democratic primary or caucus,Very liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,,Fmr. NYC Mayor Michael Bloomberg,,,,,Sen. Bernie Sanders,,,,,South Bend Mayor Pete Buttigieg,Fmr. V.P. Joe Biden,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,,,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,,Sen. Elizabeth Warren,,,Fmr. NYC Mayor Michael Bloomberg,,60640,45-60,Male,$50000-$74999,East North Central,MacOS Desktop / Laptop
11377519240,2020-02-27 17:11:29,Yes I will likely vote in my state's Democratic primary or caucus,Slightly liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,Fmr. NYC Mayor Michael Bloomberg,,,,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,,,,Sen. Bernie Sanders,,,,,,,,Sen. Amy Klobuchar,,Sen. Elizabeth Warren,,,,,7080,> 60,Female,$50000-$74999,Middle Atlantic,iOS Phone / Tablet
11377516965,2020-02-27 17:10:55,Yes I will likely vote in my state's Republican primary or caucus,Very conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,,,,,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,South Bend Mayor Pete Buttigieg,,,,,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,90631,> 60,Male,$125000-$149999,Pacific,Windows Desktop / Laptop
11377515869,2020-02-27 17:08:40,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,I don't know or I'd rather not say,No,White or Caucasian,Neither / I don't intend to vote.,,,Sen. Amy Klobuchar,Sen. Bernie Sanders,,,Tom Steyer,,,,,,,,,,,,,,Sen. Amy Klobuchar,Sen. Bernie Sanders,,,Tom Steyer,,,,,,,,,,,,,,Sen. Amy Klobuchar,Sen. Bernie Sanders,,,Tom Steyer,,,39443,18-29,Male,Prefer not to answer,East South Central,Android Phone / Tablet
11377515303,2020-02-27 17:08:19,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Slightly liberal,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,Fmr. NYC Mayor Michael Bloomberg,,Fmr. V.P. Joe Biden,,,,,,,,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,Fmr. NYC Mayor Michael Bloomberg,,,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,64078,> 60,Female,$50000-$74999,West North Central,Android Phone / Tablet
11377515250,2020-02-27 17:08:08,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,,Fmr. NYC Mayor Michael Bloomberg,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,Fmr. NYC Mayor Michael Bloomberg,South Bend Mayor Pete Buttigieg,,,,,,,,,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,,,,,,,,,,Sen. Elizabeth Warren,,,,,83843,30-44,Female,$10000-$24999,Mountain,Android Phone / Tablet
11377514678,2020-02-27 17:08:44,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,South Bend Mayor Pete Buttigieg,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,,,,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,,,,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,3251,30-44,Male,$50000-$74999,New England,iOS Phone / Tablet
11377514340,2020-02-27 17:08:21,Yes I will likely vote in my state's Republican primary or caucus,Moderately conservative,Yes,Black or African American,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,Fmr. NYC Mayor Michael Bloomberg,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,,,,,,,,,Fmr. V.P. Joe Biden,,,,,,,,,,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,Fmr. NYC Mayor Michael Bloomberg,,15214,45-60,Female,$25000-$49999,Middle Atlantic,Android Phone / Tablet
11377513121,2020-02-27 17:08:37,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,Asian or Asian American,Probably the Republican nominee,,,,,Sen. Elizabeth Warren,,,,,,,,,Sen. Elizabeth Warren,,,,,,,,,Sen. Elizabeth Warren,,,,,,,,,Sen. Elizabeth Warren,,,,,,,,,Sen. Elizabeth Warren,,,,,6105,30-44,Male,$50000-$74999,New England,iOS Phone / Tablet
11377511956,2020-02-27 17:05:26,Yes I will likely vote in my state's Republican primary or caucus,Moderately conservative,Yes,Another race,Probably the Republican nominee,Fmr. V.P. Joe Biden,,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,,Fmr. NYC Mayor Michael Bloomberg,,,,,,,,,,South Bend Mayor Pete Buttigieg,Fmr. V.P. Joe Biden,,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,Fmr. NYC Mayor Michael Bloomberg,South Bend Mayor Pete Buttigieg,Fmr. V.P. Joe Biden,,,,,,,,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,,,,Fmr. NYC Mayor Michael Bloomberg,,76026,18-29,Male,$125000-$149999,,iOS Phone / Tablet
11377510251,2020-02-27 17:01:42,Yes I will likely vote in my state's Democratic primary or caucus,Very liberal,Yes,Hispanic or Latino,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,,,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,,Sen. Elizabeth Warren,,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,South Bend Mayor Pete Buttigieg,,,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,72120,18-29,Female,$10000-$24999,West South Central,iOS Phone / Tablet
11377509139,2020-02-27 17:07:38,Yes I will likely vote in my state's Republican primary or caucus,Moderately conservative,Yes,White or Caucasian,Probably the Republican nominee,,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,,,,,,,Tom Steyer,,,,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,Fmr. NYC Mayor Michael Bloomberg,,,,,,,,,,,,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,72076,> 60,Male,$75000-$99999,West South Central,iOS Phone / Tablet
11377504432,2020-02-27 17:04:30,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,Asian or Asian American,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,South Bend Mayor Pete Buttigieg,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,,,,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,,,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,,,,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,21702,45-60,Male,$75000-$99999,South Atlantic,Android Phone / Tablet
11377502710,2020-02-27 17:02:27,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Neither liberal nor conservative,Yes,Black or African American,Neither / I don't intend to vote.,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,,,,Fmr. NYC Mayor Michael Bloomberg,,,,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,Fmr. V.P. Joe Biden,,,,,,,,,,,,Sen. Bernie Sanders,,,,Fmr. NYC Mayor Michael Bloomberg,,11212,45-60,Male,$50000-$74999,Middle Atlantic,iOS Phone / Tablet
11377502241,2020-02-27 17:05:12,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Slightly conservative,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,,Tom Steyer,,,,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Tom Steyer,,,91302,45-60,Female,$200000+,Pacific,Windows Desktop / Laptop
11377501402,2020-02-27 17:04:46,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Very liberal,Unsure / Don’t know,Native Hawaiian or other Pacific Islander,I'm not sure at this time,,,,,,South Bend Mayor Pete Buttigieg,,,,,,,,,,,,South Bend Mayor Pete Buttigieg,,,,,,,,,South Bend Mayor Pete Buttigieg,,,,,,South Bend Mayor Pete Buttigieg,,,,,,,,,South Bend Mayor Pete Buttigieg,,,,44515,18-29,Female,$0-$9999,East North Central,iOS Phone / Tablet
11377500562,2020-02-27 17:03:43,Yes I will likely vote in my state's Republican primary or caucus,Slightly liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,,Fmr. NYC Mayor Michael Bloomberg,,,,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,,Sen. Elizabeth Warren,,,Fmr. NYC Mayor Michael Bloomberg,South Bend Mayor Pete Buttigieg,,,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,,Fmr. NYC Mayor Michael Bloomberg,,7204,18-29,Female,$25000-$49999,Middle Atlantic,iOS Phone / Tablet
11377499630,2020-02-27 17:02:14,Yes I will likely vote in my state's Democratic primary or caucus,Neither liberal nor conservative,Yes,White or Caucasian,I'm not sure at this time,Fmr. V.P. Joe Biden,,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,Fmr. NYC Mayor Michael Bloomberg,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,Fmr. V.P. Joe Biden,,,,,,,,,,,,Sen. Bernie Sanders,,,,,,72653,18-29,Male,$25000-$49999,West South Central,Android Phone / Tablet
11377498928,2020-02-27 17:01:56,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Neither liberal nor conservative,Yes,White or Caucasian,I'm not sure at this time,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,Fmr. NYC Mayor Michael Bloomberg,,,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,,,,Sen. Bernie Sanders,,,,,,,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,,,,,Sen. Elizabeth Warren,,,,,4285,45-60,Female,$50000-$74999,New England,Android Phone / Tablet
11377497425,2020-02-27 17:01:59,Yes I will likely vote in my state's Republican primary or caucus,Very conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,Fmr. V.P. Joe Biden,,,,,,,,,,,Sen. Amy Klobuchar,,,,,,,,,,,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,19808,> 60,Female,$100000-$124999,South Atlantic,iOS Phone / Tablet
