Respondent ID,Start Date,Do you think you will participate in the 2020 presidential primary?,What best describes your political beliefs?,Are you a registered voter?,Which race/ethnicity best describes you? (Please choose only one.),Who do you think you will vote for in the 2020 general election?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,In what ZIP code is your home located? (enter 5-digit ZIP code; for example 00544 or 94305),Age,Gender,Household Income,Region,Device Type
11399523066,2020-03-06 19:47:29,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,Asian or Asian American,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,91770,18-29,Male,$10000-$24999,Pacific,iOS Phone / Tablet
11399522960,2020-03-06 19:47:02,I don't know or I'd rather not say,Very liberal,No,Black or African American,I'm not sure at this time,,,,I have not heard of any of these people,,,,I have not heard of any of these people,,,,I have not heard of any of these people,,,,I have not heard of any of these people,,,,I have not heard of any of these people,20720,30-44,Female,$10000-$24999,South Atlantic,iOS Phone / Tablet
11399522808,2020-03-06 19:49:52,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,97223,> 60,Female,$100000-$124999,Pacific,iOS Phone / Tablet
11399522059,2020-03-06 19:47:24,Yes I will likely vote in my state's Republican primary or caucus,Slightly liberal,Yes,Black or African American,Probably the Democratic nominee,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,33607,18-29,Female,$10000-$24999,South Atlantic,Android Phone / Tablet
11399521524,2020-03-06 19:43:04,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Moderately conservative,Yes,Hispanic or Latino,Probably the Republican nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,85340,45-60,Male,$100000-$124999,Mountain,iOS Phone / Tablet
11399521159,2020-03-06 19:47:07,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,I don't know or I'd rather not say,No,Asian or Asian American,Neither / I don't intend to vote.,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,,,,,,,,,,,,,,,,91911,> 60,Male,$25000-$49999,Pacific,Android Phone / Tablet
11399521099,2020-03-06 19:46:58,Yes I will likely vote in my state's Republican primary or caucus,Slightly conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,37167,18-29,Female,$25000-$49999,East South Central,Android Phone / Tablet
11399520321,2020-03-06 19:46:37,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,No,Hispanic or Latino,Neither / I don't intend to vote.,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,20874,18-29,Female,$100000-$124999,South Atlantic,iOS Phone / Tablet
11399520008,2020-03-06 19:46:57,Yes I will likely vote in my state's Republican primary or caucus,Moderately conservative,Yes,Black or African American,Probably the Republican nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,43204,18-29,Male,$50000-$74999,East North Central,iOS Phone / Tablet
11399519918,2020-03-06 19:46:42,Yes I will likely vote in my state's Republican primary or caucus,Very conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,56479,> 60,Female,$75000-$99999,West North Central,iOS Phone / Tablet
11399519691,2020-03-06 19:48:16,Yes I will likely vote in my state's Democratic primary or caucus,Slightly liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,44824,18-29,Female,$75000-$99999,East North Central,iOS Phone / Tablet
11399519071,2020-03-06 19:46:33,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,,,90201,18-29,Male,$25000-$49999,Pacific,iOS Phone / Tablet
11399519042,2020-03-06 19:46:30,Yes I will likely vote in my state's Democratic primary or caucus,Slightly conservative,Yes,Hispanic or Latino,I'm not sure at this time,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,11706,30-44,Male,$25000-$49999,Middle Atlantic,Android Phone / Tablet
11399518826,2020-03-06 19:46:55,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Slightly liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,14580,18-29,Female,$0-$9999,Middle Atlantic,iOS Phone / Tablet
11399518501,2020-03-06 19:43:33,Yes I will likely vote in my state's Democratic primary or caucus,Slightly liberal,Yes,Black or African American,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,90630,> 60,Female,$75000-$99999,Pacific,iOS Phone / Tablet
11399517635,2020-03-06 19:46:37,Yes I will likely vote in my state's Republican primary or caucus,Moderately conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,,,,,,,,,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,98546,> 60,Female,$50000-$74999,Pacific,Windows Desktop / Laptop
11399517356,2020-03-06 19:46:46,Yes I will likely vote in my state's Republican primary or caucus,Very conservative,Yes,White or Caucasian,Neither / I don't intend to vote.,,Rep. Tulsi Gabbard,,,,Rep. Tulsi Gabbard,,,,,,,,,,,,Rep. Tulsi Gabbard,,,62269,30-44,Male,$75000-$99999,East North Central,iOS Phone / Tablet
11399517353,2020-03-06 19:44:35,Yes I will likely vote in my state's Republican primary or caucus,Very conservative,Yes,American Indian or Alaska Native,Probably the Republican nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,96734,18-29,Male,Prefer not to answer,Pacific,Android Phone / Tablet
11399517132,2020-03-06 19:45:03,Yes I will likely vote in my state's Democratic primary or caucus,Neither liberal nor conservative,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,,,,,Fmr. V.P. Joe Biden,,,,,,,,89104,30-44,Female,$75000-$99999,Mountain,Android Phone / Tablet
11399516883,2020-03-06 19:46:27,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,,,,60185,> 60,Male,$125000-$149999,East North Central,iOS Phone / Tablet
11399515976,2020-03-06 19:43:32,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Moderately conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,47116,18-29,Female,$25000-$49999,East North Central,iOS Phone / Tablet
11399513498,2020-03-06 19:43:30,Yes I will likely vote in my state's Republican primary or caucus,Moderately conservative,Yes,White or Caucasian,I'm not sure at this time,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,77042,30-44,Female,$10000-$24999,West South Central,iOS Phone / Tablet
11399512761,2020-03-06 19:43:53,Yes I will likely vote in my state's Republican primary or caucus,Very conservative,Yes,Hispanic or Latino,Probably the Democratic nominee,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,,,,,Sen. Bernie Sanders,,50322,18-29,Male,$10000-$24999,West North Central,Android Phone / Tablet
11399512714,2020-03-06 19:42:10,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Slightly liberal,Yes,Black or African American,I'm not sure at this time,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,Fmr. V.P. Joe Biden,,,,,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,16801,18-29,Male,$25000-$49999,Middle Atlantic,Android Phone / Tablet
11399512697,2020-03-06 19:40:51,I don't know or I'd rather not say,Slightly liberal,Unsure / Don’t know,Asian or Asian American,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,77498,18-29,Male,Prefer not to answer,West South Central,Android Phone / Tablet
11399512524,2020-03-06 19:43:23,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,I don't know or I'd rather not say,No,White or Caucasian,Neither / I don't intend to vote.,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,,,60657,18-29,Female,$0-$9999,East North Central,Android Phone / Tablet
11399512413,2020-03-06 19:43:50,Yes I will likely vote in my state's Republican primary or caucus,Very liberal,Yes,White or Caucasian,I'm not sure at this time,,Rep. Tulsi Gabbard,,,,Rep. Tulsi Gabbard,,,,Rep. Tulsi Gabbard,,,,Rep. Tulsi Gabbard,,,,Rep. Tulsi Gabbard,,,78727,30-44,Male,$75000-$99999,West South Central,iOS Phone / Tablet
11399512218,2020-03-06 19:41:27,Yes I will likely vote in my state's Democratic primary or caucus,Neither liberal nor conservative,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,,,Fmr. V.P. Joe Biden,,,,,Rep. Tulsi Gabbard,,,43543,30-44,Male,$75000-$99999,East North Central,Android Phone / Tablet
11399511981,2020-03-06 19:43:21,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,Hispanic or Latino,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,,,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,98103,45-60,Female,$75000-$99999,Pacific,MacOS Desktop / Laptop
11399511763,2020-03-06 19:43:21,Yes I will likely vote in my state's Republican primary or caucus,Very conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,,,,,,,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,36732,45-60,Female,$0-$9999,East South Central,Windows Desktop / Laptop
11399510656,2020-03-06 19:40:19,Yes I will likely vote in my state's Republican primary or caucus,Very conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,,,,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,63042,> 60,Female,$50000-$74999,West North Central,Android Phone / Tablet
11399509748,2020-03-06 19:42:19,Yes I will likely vote in my state's Republican primary or caucus,Moderately conservative,Yes,White or Caucasian,I'm not sure at this time,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,91320,45-60,Male,$200000+,Pacific,Windows Desktop / Laptop
11399509524,2020-03-06 19:39:46,I don't know or I'd rather not say,Moderately liberal,No,White or Caucasian,Neither / I don't intend to vote.,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,46550,30-44,Female,$25000-$49999,East North Central,iOS Phone / Tablet
11399509245,2020-03-06 19:40:33,I don't know or I'd rather not say,Neither liberal nor conservative,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,16613,18-29,Male,$25000-$49999,Middle Atlantic,Android Phone / Tablet
11399509051,2020-03-06 19:40:33,Yes I will likely vote in my state's Republican primary or caucus,Very conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,84332,30-44,Male,$50000-$74999,Mountain,Android Phone / Tablet
11399508224,2020-03-06 19:37:27,Yes I will likely vote in my state's Democratic primary or caucus,Neither liberal nor conservative,Yes,Asian or Asian American,I'm not sure at this time,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,,,60031,30-44,Male,$25000-$49999,East North Central,Android Phone / Tablet
11399508121,2020-03-06 19:40:19,I don't know or I'd rather not say,I don't know or I'd rather not say,Yes,White or Caucasian,I'm not sure at this time,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,53221,30-44,Female,$50000-$74999,East North Central,Android Phone / Tablet
11399507450,2020-03-06 19:38:59,Yes I will likely vote in my state's Republican primary or caucus,Very conservative,Yes,Black or African American,Probably the Republican nominee,,Rep. Tulsi Gabbard,,I have not heard of any of these people,,Rep. Tulsi Gabbard,,,,,,I have not heard of any of these people,,,,I have not heard of any of these people,,,,I have not heard of any of these people,20772,45-60,Male,$150000-$174999,South Atlantic,iOS Phone / Tablet
11399506658,2020-03-06 19:34:12,Yes I will likely vote in my state's Republican primary or caucus,Slightly conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,30707,18-29,Female,$25000-$49999,South Atlantic,iOS Phone / Tablet
11399505005,2020-03-06 19:37:17,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,88005,18-29,Female,$125000-$149999,Mountain,iOS Phone / Tablet
11399504714,2020-03-06 19:23:59,Yes I will likely vote in my state's Republican primary or caucus,Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,98290,45-60,Female,$100000-$124999,Pacific,iOS Phone / Tablet
11399504490,2020-03-06 19:38:01,I don't know or I'd rather not say,I don't know or I'd rather not say,Unsure / Don’t know,Another race,Neither / I don't intend to vote.,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,49037,18-29,Female,$0-$9999,East North Central,Android Phone / Tablet
11399503765,2020-03-06 19:37:40,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Very conservative,No,White or Caucasian,I'm not sure at this time,Fmr. V.P. Joe Biden,,,,,,,,Fmr. V.P. Joe Biden,,,,,,,,,,,,89015,45-60,Female,$0-$9999,Mountain,iOS Phone / Tablet
11399503067,2020-03-06 19:36:34,Yes I will likely vote in my state's Democratic primary or caucus,Slightly liberal,Yes,Asian or Asian American,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,,,Fmr. V.P. Joe Biden,,,,,,,,48187,30-44,Male,$75000-$99999,East North Central,iOS Phone / Tablet
11399502983,2020-03-06 19:34:48,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Moderately liberal,Unsure / Don’t know,Asian or Asian American,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,,,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,98122,30-44,Male,$50000-$74999,Pacific,iOS Phone / Tablet
11399502750,2020-03-06 19:36:13,Yes I will likely vote in my state's Democratic primary or caucus,Very liberal,Yes,Black or African American,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,,,23702,30-44,Female,$25000-$49999,South Atlantic,Android Phone / Tablet
11399502563,2020-03-06 19:34:57,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Slightly conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,,,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,,,Sen. Bernie Sanders,,4572,45-60,Female,$25000-$49999,New England,Android Phone / Tablet
11399502138,2020-03-06 19:36:56,Yes I will likely vote in my state's Republican primary or caucus,Slightly conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,76266,> 60,Male,$50000-$74999,West South Central,iOS Phone / Tablet
11399501105,2020-03-06 19:35:33,Yes I will likely vote in my state's Democratic primary or caucus,Slightly liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,,,26753,18-29,Male,$10000-$24999,South Atlantic,Android Phone / Tablet
11399500391,2020-03-06 19:33:50,Yes I will likely vote in my state's Republican primary or caucus,Neither liberal nor conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,49254,45-60,Male,$25000-$49999,East North Central,Android Phone / Tablet
11399499234,2020-03-06 19:33:40,Yes I will likely vote in my state's Democratic primary or caucus,Very liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,97080,18-29,Male,$10000-$24999,Pacific,Android Phone / Tablet
11399499229,2020-03-06 19:32:15,Yes I will likely vote in my state's Republican primary or caucus,Slightly liberal,Yes,Hispanic or Latino,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,93722,18-29,Female,$25000-$49999,Pacific,iOS Phone / Tablet
11399499124,2020-03-06 19:32:29,Yes I will likely vote in my state's Democratic primary or caucus,Very liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,98372,30-44,Female,$50000-$74999,Pacific,iOS Phone / Tablet
11399498144,2020-03-06 19:31:43,Yes I will likely vote in my state's Republican primary or caucus,Slightly conservative,No,Asian or Asian American,Probably the Republican nominee,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,30043,45-60,Female,$10000-$24999,South Atlantic,iOS Phone / Tablet
11399497930,2020-03-06 19:33:26,Yes I will likely vote in my state's Republican primary or caucus,Very conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,51245,18-29,Female,$25000-$49999,West North Central,iOS Phone / Tablet
